Country;Site_Name;Latitude;Longitude;C14_date;Error;Lab_Number;Material_Dated;Reference;Full Reference;
Brazil;RS-S-327/Sangao;-29,7725;-50,562222;8790;40;Beta 160845;charcoal;Bueno et al 2013;Bueno, L., Dias, A. S., & Steele, J. (2013). The Late Pleistocene/Early Holocene archaeological record in Brazil: a geo-referenced database. Quaternary International, 301, 74-93.;
Brazil;RS-S-337/Monjolo;-29,803822;-51,584969;5230;40;Beta 165625;unknown;Bueno et al 2013;Bueno, L., Dias, A. S., & Steele, J. (2013). The Late Pleistocene/Early Holocene archaeological record in Brazil: a geo-referenced database. Quaternary International, 301, 74-93.;
Brazil;RS-S-337/Monjolo;-29,803822;-51,584969;6215;30;KIA 20841;unknown;Bueno et al 2013;Bueno, L., Dias, A. S., & Steele, J. (2013). The Late Pleistocene/Early Holocene archaeological record in Brazil: a geo-referenced database. Quaternary International, 301, 74-93.;
Brazil;RS-S-337/Monjolo;-29,803822;-51,584969;7240;40;Beta 165626;unknown;Bueno et al 2013;Bueno, L., Dias, A. S., & Steele, J. (2013). The Late Pleistocene/Early Holocene archaeological record in Brazil: a geo-referenced database. Quaternary International, 301, 74-93.;
Brazil;RS-TQ-58/Garivaldino;-29,593873;-51,727792;7250;350;Beta 44740;unknown;Dias 2012;Dias, A. S. (2012). Hunter-gatherer occupation of south Brazilian Atlantic Forest: paleonenvironment and archaeology. Quaternary International, 256, 12-18.;
Brazil;RS-TQ-58/Garivaldino;-29,593873;-51,727792;8020;150;beta - 33458;charcoal;Lima-Ribeiro & Diniz-Filho 2013;Lima-Ribeiro, M. S., & Diniz-Filho, J. A. F. (2013). American megafaunal extinctions and human arrival: improved evaluation using a meta-analytic approach. Quaternary International, 299, 38-52.;
Brazil;RS-TQ-58/Garivaldino;-29,593873;-51,727792;8290;130;beta - 32183;charcoal;Lima-Ribeiro & Diniz-Filho 2013;Lima-Ribeiro, M. S., & Diniz-Filho, J. A. F. (2013). American megafaunal extinctions and human arrival: improved evaluation using a meta-analytic approach. Quaternary International, 299, 38-52.;
Brazil;RS-TQ-58/Garivaldino;-29,593873;-51,727792;9430;360;Beta 44739;charcoal;Lima-Ribeiro & Diniz-Filho 2013;Lima-Ribeiro, M. S., & Diniz-Filho, J. A. F. (2013). American megafaunal extinctions and human arrival: improved evaluation using a meta-analytic approach. Quaternary International, 299, 38-52.;
Brazil;S-16;unknown;unknown;4380;160;SPC-160;unknown;Uchoa 1981-82;Uchoa, D. P. (1981-1982). Ocupacao do litoral sul-sudeste brasileiro por grupos coletor-pescadores. Arquivos do Museu de Historia Natural, 6-7, 133-143.;
Brazil;S-35 (A-140);unknown;unknown;5035;140;Bah 295;unknown;Uchoa 1981-82;Uchoa, D. P. (1981-1982). Ocupacao do litoral sul-sudeste brasileiro por grupos coletor-pescadores. Arquivos do Museu de Historia Natural, 6-7, 133-143.;
Brazil;S-39 (A-121);unknown;unknown;4750;110;GIF-3641;unknown;Uchoa 1981-82;Uchoa, D. P. (1981-1982). Ocupacao do litoral sul-sudeste brasileiro por grupos coletor-pescadores. Arquivos do Museu de Historia Natural, 6-7, 133-143.;
Brazil;Saco;unknown;unknown;3540;50;unknown;unknown;Kneip 2004;Kneip, A. (2004). O povo da lagoa: uso do sig para modelamento e simulacao na area arqueologica do Camacho. Tese de Doutorado, Universidade de Sao Paulo, Brasil.;
Brazil;Salinas Peroano;-22,868924;-41,995449;4340;70;Gif-8454;charcoal;Franco & Gaspar 1992;Franco, T. C. B., & Gaspar, M. D. (1992). O sitio arqueologico Salina Peroano. Anais da VL Reuniao Cientifica da Sociedad de Arqueologia Brasileira, 1, 162-171.;
Brazil;Salinas Peroano;-22,868924;-41,995449;4490;40;Gif-11042;charcoal;Franco & Gaspar 1992;Franco, T. C. B., & Gaspar, M. D. (1992). O sitio arqueologico Salina Peroano. Anais da VL Reuniao Cientifica da Sociedad de Arqueologia Brasileira, 1, 162-171.;
Brazil;Sambaqui de Gomes;-29,700745;-51,966495;4490;136;unknown;unknown;Rauth 1968;Rauth, J. W. (1968). O Sambaqui do Gomes. S.11.B. Arqueologia Cons. Pesq UFPR, 4, 100.;
Brazil;Sambaqui de Gomes;-29,700745;-51,966495;4859;64;P-916;shell;Rauth 1962;Rauth, J. W. (1962). O Sambaqui de Saquarema: S. 10. B-Parana-Brasil. Universidade do Parana, Conselho de Pesquisas.;
Brazil;Sambaqui de Gomes;-29,700745;-51,966495;4877;64;unknown;unknown;Rauth 1968;Rauth, J. W. (1968). O Sambaqui do Gomes. S.11.B. Arqueologia Cons. Pesq UFPR, 4, 100.;
Brazil;Sambaqui de Gomes;-29,700745;-51,966495;4885;65;P-915;shell;Rauth 1962;Rauth, J. W. (1962). O Sambaqui de Saquarema: S. 10. B-Parana-Brasil. Universidade do Parana, Conselho de Pesquisas.;
Brazil;Sambaqui de Saquarema;-22,916928;-42,550559;2250;60;GX-20512;soil;Kneip 1997;Kneip, L., Crancio, F., Santos, C. M. C., Magalhaes, R. M. M., & Mello, E. M. B. (1997). O sambaqui do Saco e de Madressilva - Saquarema, RJ. Documento de Trabalho. Serie Arqueologia, Museu Nacional, UFRJ, Rio de Janeiro, 4, 67.;
Brazil;Sambaqui de Saquarema;-22,916928;-42,550559;3280;60;GX-20513;soil;Kneip 1997;Kneip, L., Crancio, F., Santos, C. M. C., Magalhaes, R. M. M., & Mello, E. M. B. (1997). O sambaqui do Saco e de Madressilva - Saquarema, RJ. Documento de Trabalho. Serie Arqueologia, Museu Nacional, UFRJ, Rio de Janeiro, 4, 67.;
Brazil;Sambaqui de Saquarema;-22,916928;-42,550559;3858;60;P-586;soil;Hurt 1964;Hurt, W. R. (1964). Recent radiocarbon dates for Central and Southern Brazil. American Antiquity, 30, 25-33.;
Brazil;Sambaqui de Saquarema;-22,916928;-42,550559;3905;67;unknown;unknown;Rauth 1962;Rauth, J. W. (1962). O Sambaqui de Saquarema: S. 10. B-Parana-Brasil. Universidade do Parana, Conselho de Pesquisas.;
Brazil;Sambaqui de Saquarema;-22,916928;-42,550559;3965;66;P538;soil;Hurt 1964;Hurt, W. R. (1964). Recent radiocarbon dates for Central and Southern Brazil. American Antiquity, 30, 25-33.;
Brazil;Sambaqui de Saquarema;-22,916928;-42,550559;4056;73;unknown;unknown;Rauth 1962;Rauth, J. W. (1962). O Sambaqui de Saquarema: S. 10. B-Parana-Brasil. Universidade do Parana, Conselho de Pesquisas.;
Brazil;Sambaqui de Saquarema;-22,916928;-42,550559;4069;66;P-536;soil;Hurt 1964;Hurt, W. R. (1964). Recent radiocarbon dates for Central and Southern Brazil. American Antiquity, 30, 25-33.;
Brazil;Sambaqui de Saquarema;-22,916928;-42,550559;4071;73;unknown;unknown;Rauth 1962;Rauth, J. W. (1962). O Sambaqui de Saquarema: S. 10. B-Parana-Brasil. Universidade do Parana, Conselho de Pesquisas.;
Brazil;Sambaqui de Saquarema;-22,916928;-42,550559;4218;63;P-914;shell;Stuckenrath & Lawn 1969;Stuckenrath, R., & Lawn, B. (1969). University of Pennslyvania radiocarbon dates XI. Radiocarbon, 11, 150-162.;
Brazil;Sambaqui de Saquarema;-22,916928;-42,550559;4256;62;P-588;soil;Hurt 1964;Hurt, W. R. (1964). Recent radiocarbon dates for Central and Southern Brazil. American Antiquity, 30, 25-33.;
Brazil;Sambaqui de Saquarema;-22,916928;-42,550559;4320;62;P-587;soil;Hurt 1964;Hurt, W. R. (1964). Recent radiocarbon dates for Central and Southern Brazil. American Antiquity, 30, 25-33.;
Brazil;Sambaqui de Saquarema;-22,916928;-42,550559;4430;65;unknown;unknown;Rauth 1962;Rauth, J. W. (1962). O Sambaqui de Saquarema: S. 10. B-Parana-Brasil. Universidade do Parana, Conselho de Pesquisas.;
Brazil;Sambaqui de Urua;-4,595126;-56,328051;5570;125;SI-1034;unknown;Roosevelt 1998;Roosevelt, A. C. (1998). Ancient and modern hunter-gatherers of lowland South America: an evolutionary perspective. In: Advances in Historical Ecology (Ed: Balee, W.). pp191-212. Columbia University Press, New York.;
Brazil;Sambaqui do Algodao;-22,93;-44,346667;3350;80;WSU 3359;charcoal;Lima et al 2004;Lima, T. A., Macario, K. D., Anjos, R. M., Gomes, P. R. S., Coimbra, M. M., & Elmore, D. (2004). The earliest shellmounds of the central-south Brazilian coast. Nuclear instruments and methods in physics research, Section B, Beam interactions with materials and atoms, 223-224, 691-694.;
Brazil;Sambaqui do Algodao;-22,93;-44,346667;7860;80;PLID T00-0677;charcoal;Lima et al 2004;Lima, T. A., Macario, K. D., Anjos, R. M., Gomes, P. R. S., Coimbra, M. M., & Elmore, D. (2004). The earliest shellmounds of the central-south Brazilian coast. Nuclear instruments and methods in physics research, Section B, Beam interactions with materials and atoms, 223-224, 691-694.;
Brazil;Sambaqui do Macedo;-25,443987;-48,455111;3271;48;P-485;soil;Hurt 1964;Hurt, W. R. (1964). Recent radiocarbon dates for Central and Southern Brazil. American Antiquity, 30, 25-33.;
Brazil;Sambaqui do Macedo;-25,443987;-48,455111;3284;61;P-487;soil;Hurt 1964;Hurt, W. R. (1964). Recent radiocarbon dates for Central and Southern Brazil. American Antiquity, 30, 25-33.;
Brazil;Sambaqui do Macedo;-25,443987;-48,455111;3306;61;P-482;soil;Hurt 1964;Hurt, W. R. (1964). Recent radiocarbon dates for Central and Southern Brazil. American Antiquity, 30, 25-33.;
Brazil;Sambaqui do Macedo;-25,443987;-48,455111;3344;61;P-483;soil;Hurt 1964;Hurt, W. R. (1964). Recent radiocarbon dates for Central and Southern Brazil. American Antiquity, 30, 25-33.;
Brazil;Sambaqui do Macedo;-25,443987;-48,455111;3361;70;P-488;soil;Hurt 1964;Hurt, W. R. (1964). Recent radiocarbon dates for Central and Southern Brazil. American Antiquity, 30, 25-33.;
Brazil;Sambaqui do Macedo;-25,443987;-48,455111;3373;58;P-486;soil;Hurt 1964;Hurt, W. R. (1964). Recent radiocarbon dates for Central and Southern Brazil. American Antiquity, 30, 25-33.;
Brazil;Sambaqui do Macedo;-25,443987;-48,455111;3424;62;P-489;soil;Hurt 1964;Hurt, W. R. (1964). Recent radiocarbon dates for Central and Southern Brazil. American Antiquity, 30, 25-33.;
Brazil;Sambaqui do Macedo;-25,443987;-48,455111;3496;56;P-500;soil;Hurt 1964;Hurt, W. R. (1964). Recent radiocarbon dates for Central and Southern Brazil. American Antiquity, 30, 25-33.;
Brazil;Sambaqui do Macedo;-25,443987;-48,455111;3500;60;unknown;unknown;Hurt & Blasi 1960;Hurt, W., & Blasi, O. (1960). O sambaqui do Macedo. A.52.B-Parana-Brasil. Universidade do Parana, Curitiba.;
Brazil;Sambaqui do Macedo;-25,443987;-48,455111;4970;95;unknown;unknown;Hurt & Blasi 1960;Hurt, W., & Blasi, O. (1960). O sambaqui do Macedo. A.52.B-Parana-Brasil. Universidade do Parana, Curitiba.;
Brazil;Sambaqui do Moa;-22,974167;-42,485094;3610;190;Bah-1762;bone;Kneip & Machado 1993;Kneip, L. M., & Machado, L. C. (1993). Os ritos funerarios das populacoes pre-historias de Saquarema, Rio de Janeiro. Sambaquis da Beirada, Moa e Pontinha. Documento de Trabalho, Serie Arqueologia, 1, 13-38. Museu Nacional, Rio de Janeiro.;
Brazil;Sambaqui do Moa;-22,974167;-42,485094;3810;50;GX-31826;bone;Marinho et al 2006;Marinho, A. N., Miranda, N. C., Braz, V., Ribeiro-dos-Santos, A. K., Mendoca de Souza, S. M. F. (2006). Paleogenetic and taphonomic analysis of human bones from Moa, Beirada, and Ze Espinho Sambaquis, Rio de Janeiro, Brazil. Mem Inst Oswaldo Cruz, Rio de Janeiro, 101, 15-23.;
Brazil;Sambaqui do Moa;-22,974167;-42,485094;3960;200;Bah-1763;bone;Kneip & Machado 1993;Kneip, L. M., & Machado, L. C. (1993). Os ritos funerarios das populacoes pre-historias de Saquarema, Rio de Janeiro. Sambaquis da Beirada, Moa e Pontinha. Documento de Trabalho, Serie Arqueologia, 1, 13-38. Museu Nacional, Rio de Janeiro.;
Brazil;Sambaqui Porto Maurico;-30,222337;-50,392639;4540;90;SI-507;shell;Stuckenrath & Mielke 1972;Stuckenrath, R., & Mielke, J. E. (1972). Smithsonian Institution radiocarbon measurements VII. Radiocarbon, 14, 401-412.;
Brazil;Sambaqui Porto Maurico;-30,222337;-50,392639;4620;100;SI-505;shell;Stuckenrath & Mielke 1972;Stuckenrath, R., & Mielke, J. E. (1972). Smithsonian Institution radiocarbon measurements VII. Radiocarbon, 14, 401-412.;
Brazil;Sambaqui Porto Maurico;-30,222337;-50,392639;4640;80;SI-504;shell;Stuckenrath & Mielke 1972;Stuckenrath, R., & Mielke, J. E. (1972). Smithsonian Institution radiocarbon measurements VII. Radiocarbon, 14, 401-412.;
Brazil;Sambaqui Porto Maurico;-30,222337;-50,392639;4740;90;SI-506;shell;Stuckenrath & Mielke 1972;Stuckenrath, R., & Mielke, J. E. (1972). Smithsonian Institution radiocarbon measurements VII. Radiocarbon, 14, 401-412.;
Brazil;Sambaqui Porto Maurico;-30,222337;-50,392639;4760;80;SI-508;shell;Stuckenrath & Mielke 1972;Stuckenrath, R., & Mielke, J. E. (1972). Smithsonian Institution radiocarbon measurements VII. Radiocarbon, 14, 401-412.;
Brazil;Sambaqui Porto Maurico;-30,222337;-50,392639;6030;130;SI-509;shell;Stuckenrath & Mielke 1972;Stuckenrath, R., & Mielke, J. E. (1972). Smithsonian Institution radiocarbon measurements VII. Radiocarbon, 14, 401-412.;
Brazil;Sambaqui Porto Maurico;-30,222337;-50,392639;7580;410;SI-544;charcoal;Stuckenrath & Mielke 1972;Stuckenrath, R., & Mielke, J. E. (1972). Smithsonian Institution radiocarbon measurements VII. Radiocarbon, 14, 401-412.;
Brazil;Sambaui de Tarioba;-22,527778;-41,939444;3172;33;LACUFF-13045;charcoal;Macario et al 2014;Macario, K. D., Souza, R. C. C. L., Trindade, D. C., Decco, J., Lima, T. A., Aguilera, O. A., Marques, A. N., Alves, E. Q., Oliveira, F. M., Chanca, I. S., Carvalho, C., Anjos, R. M., Pamplona, F. C., & Silva, E. P. (2014). Chronological model of a Brazilian Holocene shellmound (Sambaqui da Tarioba, Rio de Janeiro, Brazil). Radiocarbon, 56, 489-499.;
Brazil;Sambaui de Tarioba;-22,527778;-41,939444;3391;26;LACUFF-13028;shell;Macario et al 2014;Macario, K. D., Souza, R. C. C. L., Trindade, D. C., Decco, J., Lima, T. A., Aguilera, O. A., Marques, A. N., Alves, E. Q., Oliveira, F. M., Chanca, I. S., Carvalho, C., Anjos, R. M., Pamplona, F. C., & Silva, E. P. (2014). Chronological model of a Brazilian Holocene shellmound (Sambaqui da Tarioba, Rio de Janeiro, Brazil). Radiocarbon, 56, 489-499.;
Brazil;Sambaui de Tarioba;-22,527778;-41,939444;3420;61;LACUFF-13046;charcoal;Macario et al 2014;Macario, K. D., Souza, R. C. C. L., Trindade, D. C., Decco, J., Lima, T. A., Aguilera, O. A., Marques, A. N., Alves, E. Q., Oliveira, F. M., Chanca, I. S., Carvalho, C., Anjos, R. M., Pamplona, F. C., & Silva, E. P. (2014). Chronological model of a Brazilian Holocene shellmound (Sambaqui da Tarioba, Rio de Janeiro, Brazil). Radiocarbon, 56, 489-499.;
Brazil;Sambaui de Tarioba;-22,527778;-41,939444;3473;25;LACUFF-13037;shell;Macario et al 2014;Macario, K. D., Souza, R. C. C. L., Trindade, D. C., Decco, J., Lima, T. A., Aguilera, O. A., Marques, A. N., Alves, E. Q., Oliveira, F. M., Chanca, I. S., Carvalho, C., Anjos, R. M., Pamplona, F. C., & Silva, E. P. (2014). Chronological model of a Brazilian Holocene shellmound (Sambaqui da Tarioba, Rio de Janeiro, Brazil). Radiocarbon, 56, 489-499.;
Brazil;Sambaui de Tarioba;-22,527778;-41,939444;3479;38;LACUFF-13047;charcoal;Macario et al 2014;Macario, K. D., Souza, R. C. C. L., Trindade, D. C., Decco, J., Lima, T. A., Aguilera, O. A., Marques, A. N., Alves, E. Q., Oliveira, F. M., Chanca, I. S., Carvalho, C., Anjos, R. M., Pamplona, F. C., & Silva, E. P. (2014). Chronological model of a Brazilian Holocene shellmound (Sambaqui da Tarioba, Rio de Janeiro, Brazil). Radiocarbon, 56, 489-499.;
Brazil;Sambaui de Tarioba;-22,527778;-41,939444;3507;22;LACUFF-13032;shell;Macario et al 2014;Macario, K. D., Souza, R. C. C. L., Trindade, D. C., Decco, J., Lima, T. A., Aguilera, O. A., Marques, A. N., Alves, E. Q., Oliveira, F. M., Chanca, I. S., Carvalho, C., Anjos, R. M., Pamplona, F. C., & Silva, E. P. (2014). Chronological model of a Brazilian Holocene shellmound (Sambaqui da Tarioba, Rio de Janeiro, Brazil). Radiocarbon, 56, 489-499.;
Brazil;Sambaui de Tarioba;-22,527778;-41,939444;3510;36;LACUFF-13036;shell;Macario et al 2014;Macario, K. D., Souza, R. C. C. L., Trindade, D. C., Decco, J., Lima, T. A., Aguilera, O. A., Marques, A. N., Alves, E. Q., Oliveira, F. M., Chanca, I. S., Carvalho, C., Anjos, R. M., Pamplona, F. C., & Silva, E. P. (2014). Chronological model of a Brazilian Holocene shellmound (Sambaqui da Tarioba, Rio de Janeiro, Brazil). Radiocarbon, 56, 489-499.;
Brazil;Sambaui de Tarioba;-22,527778;-41,939444;3533;29;LACUFF-13040;shell;Macario et al 2014;Macario, K. D., Souza, R. C. C. L., Trindade, D. C., Decco, J., Lima, T. A., Aguilera, O. A., Marques, A. N., Alves, E. Q., Oliveira, F. M., Chanca, I. S., Carvalho, C., Anjos, R. M., Pamplona, F. C., & Silva, E. P. (2014). Chronological model of a Brazilian Holocene shellmound (Sambaqui da Tarioba, Rio de Janeiro, Brazil). Radiocarbon, 56, 489-499.;
Brazil;Sambaui de Tarioba;-22,527778;-41,939444;3561;53;LACUFF-13048;charcoal;Macario et al 2014;Macario, K. D., Souza, R. C. C. L., Trindade, D. C., Decco, J., Lima, T. A., Aguilera, O. A., Marques, A. N., Alves, E. Q., Oliveira, F. M., Chanca, I. S., Carvalho, C., Anjos, R. M., Pamplona, F. C., & Silva, E. P. (2014). Chronological model of a Brazilian Holocene shellmound (Sambaqui da Tarioba, Rio de Janeiro, Brazil). Radiocarbon, 56, 489-499.;
Brazil;Sambaui de Tarioba;-22,527778;-41,939444;3567;50;LACUFF-13030;shell;Macario et al 2014;Macario, K. D., Souza, R. C. C. L., Trindade, D. C., Decco, J., Lima, T. A., Aguilera, O. A., Marques, A. N., Alves, E. Q., Oliveira, F. M., Chanca, I. S., Carvalho, C., Anjos, R. M., Pamplona, F. C., & Silva, E. P. (2014). Chronological model of a Brazilian Holocene shellmound (Sambaqui da Tarioba, Rio de Janeiro, Brazil). Radiocarbon, 56, 489-499.;
Brazil;Sambaui de Tarioba;-22,527778;-41,939444;3567;27;LACUFF-13031;shell;Macario et al 2014;Macario, K. D., Souza, R. C. C. L., Trindade, D. C., Decco, J., Lima, T. A., Aguilera, O. A., Marques, A. N., Alves, E. Q., Oliveira, F. M., Chanca, I. S., Carvalho, C., Anjos, R. M., Pamplona, F. C., & Silva, E. P. (2014). Chronological model of a Brazilian Holocene shellmound (Sambaqui da Tarioba, Rio de Janeiro, Brazil). Radiocarbon, 56, 489-499.;
Brazil;Sambaui de Tarioba;-22,527778;-41,939444;3588;65;LACUFF-12047;shell;Macario et al 2014;Macario, K. D., Souza, R. C. C. L., Trindade, D. C., Decco, J., Lima, T. A., Aguilera, O. A., Marques, A. N., Alves, E. Q., Oliveira, F. M., Chanca, I. S., Carvalho, C., Anjos, R. M., Pamplona, F. C., & Silva, E. P. (2014). Chronological model of a Brazilian Holocene shellmound (Sambaqui da Tarioba, Rio de Janeiro, Brazil). Radiocarbon, 56, 489-499.;
Brazil;Sambaui de Tarioba;-22,527778;-41,939444;3620;30;Beta-335472;shell;Macario et al 2014;Macario, K. D., Souza, R. C. C. L., Trindade, D. C., Decco, J., Lima, T. A., Aguilera, O. A., Marques, A. N., Alves, E. Q., Oliveira, F. M., Chanca, I. S., Carvalho, C., Anjos, R. M., Pamplona, F. C., & Silva, E. P. (2014). Chronological model of a Brazilian Holocene shellmound (Sambaqui da Tarioba, Rio de Janeiro, Brazil). Radiocarbon, 56, 489-499.;
Brazil;Sambaui de Tarioba;-22,527778;-41,939444;3654;32;LACUFF-13041;shell;Macario et al 2014;Macario, K. D., Souza, R. C. C. L., Trindade, D. C., Decco, J., Lima, T. A., Aguilera, O. A., Marques, A. N., Alves, E. Q., Oliveira, F. M., Chanca, I. S., Carvalho, C., Anjos, R. M., Pamplona, F. C., & Silva, E. P. (2014). Chronological model of a Brazilian Holocene shellmound (Sambaqui da Tarioba, Rio de Janeiro, Brazil). Radiocarbon, 56, 489-499.;
