Site_Name;Region;Latitude;Longitude;C14_date;Error;Lab_Number;Material_Dated;Full Reference;;;;;;;;;;;;;;;;;;
Paso Otero 5;Pampas;-38,202222;-59,099444;10190;120;AA-19291;bone;Martinez, G., Prates, L., Flensborg, G., Stoessel, L., Alcaraz, A. P., Bayala, P. (2015). Radiocarbon trends in the Pampean region (Argentina). Biases and demographic patterns during the final Late Pleistocene and Holocene. Quaternary International, 356, 89-110.;;;;;;;;;;;;;;;;;;
Peñas de las Trampas 1.1;S. Andes;-26,0175;-67,35;10190;190;UGA-01975;charcoal;Martinez, J. G., Mondini, M., Pintar, E. L., Reigadas, M. C. (2010). Cazadores-recolectores tempranos de la Puna Merdidional Argentina: avances en su estudio en Antofagasta de la Sierra (Pleistoceno final-Holoceno temprano/medio). In: Arqueologia Argentina en el bicentenario de la Revolucion de Mayo, XVII Congresion Nacional de Arqueologia Argentina. (Eds. Barcena, J. R., Chiavazza, H.). FFyL UNCu-INCIHUSA CONICET, pp 1691-1696.;;;;;;;;;;;;;;;;;;
Cueva La Brava;Pampas;-37,95;-57,85;10178;54;AA-9463;charcoal;Martinez, G., Flensborg, G., Bayala, P. (2013). Chronology and human settlement in northeastern Patagonia (Argentina): patterns of site destruction, intensity of archaeological signal, and population dynamics. Quaternary International, 301, 123-134.;;;;;;;;;;;;;;;;;;
Gruta del Indio;S. Andes;-34,75;-68,366667;10170;70;A-9498;charcoal;Lima-Ribeiro, M. S., Diniz-Filho, J. A. F. (2013). American megafaunal extinctions and human arrival: improved evaluation using a meta-analytic approach. Quaternary International, 299, 38-52.;;;;;;;;;;;;;;;;;;
Cueva Huenul;Pat ;-36,95;-69,9;10155;98;AA99106;bone;Barberena, R. Borrazzo, K., Rughini, A., Romero, C., Pompei, M P., Llano, K. De Porras, M.E., Durán, V., Stern, Ch., Re, A., Estrella, D., Forasiepi, A. Fernández, F. Chidiak, M., Acuña, L., Gasco, A., Quirogam M. 2015. Perspectivas arqueológicas para Patagonia Septentrional. Sitio Cueva Huenul 1 (provincia del Neuquén, Argentina);;;;;;;;;;;;;;;;;;
Cueva Zoro;Pampas;-37,8166;-58,6333;10153;61;AA-82707;charcoal;Mazzia, N. (2011). Lugares y paisajes de cazadores-recolectores en la pampa bonaerense: cambios y continuidades durante el Pleistoceno final-Holoceno. PhD Thesis. Facultad de Ciencias Naturales y Museo, Universidad Nacional de La Plata.;;;;;;;;;;;;;;;;;;
Gruta del Indio;S. Andes;-34,75;-68,366667;10135;95;A-9468;charcoal;Lima-Ribeiro, M. S., Diniz-Filho, J. A. F. (2013). American megafaunal extinctions and human arrival: improved evaluation using a meta-analytic approach. Quaternary International, 299, 38-52.;;;;;;;;;;;;;;;;;;
Piedra Museo AEP-1;Pat ;-47,895;-67,867778;10100;110;OxA-9507;bone;Miotti, L. L., Salemme, M., Flegenheimer, N. (2003). Where the south winds blow: ancient evidence of paleo-south Americans. College Station, USA: Texas A&M University Press.;;;;;;;;;;;;;;;;;;
Cueva Zoro;Pampas;-37,8166;-58,6333;10094;62;AA-82706;charcoal;Mazzia, N. (2011). Lugares y paisajes de cazadores-recolectores en la pampa bonaerense: cambios y continuidades durante el Pleistoceno final-Holoceno. PhD Thesis. Facultad de Ciencias Naturales y Museo, Universidad Nacional de La Plata.;;;;;;;;;;;;;;;;;;
Cueva Tixi;Pampas;-37,84;-58,065833;10045;95;AA-12131;charcoal;Mazzanti, D. L. (2003). Human settlements in caves and rockshelters during the Pleistocene-Holocene transition in the Eastern Tandilia range, Pampean Region, Argentina. In: Where the south winds blow: ancient evidences for Paleo South Americans. (Eds. Salemme, M., Flegenheimer, N., Miotti, L.). Center for the study of the First Americans. Texas University.;;;;;;;;;;;;;;;;;;
Peñas de las Trampas 1.1;S. Andes;-26,0175;-67,35;10030;100;LP-1788;charcoal;(pp.115–131). Washington: Smithsonian Institution Press;;;;;;;;;;;;;;;;;;
Cueva Burucuyá;Pampas;-37,959167;-58,123333;10000;120;LP-863;charcoal;Mazzanti, D. L., Martinez, G., Quintana C. (2012). Early settlements in Eastern Tandilia, Buenos Aires Province, Argentina: archaeological contexts and site-formation processes. In: Late Pleistocene peopling of Latin America. (Eds. Miotti, L., Salemme, M., Flegenheimer, N., Goebel, T.). Special Edition, Southbound current research in the Pleistocene. Texas University.;;;;;;;;;;;;;;;;;;
Gruta del Indio;S. Andes;-34,75;-68,366667;9990;75;A-9496;charcoal;Gil, A., Zarate, M., Neme, G. (2005). Mid-holocene paleoenvironments and the archaeological record of southern Mendoza, Argentina. Quaternary International, 132, 81-94.;;;;;;;;;;;;;;;;;;
Cueva Epullan Grande;Pat ;-40,3891;-70,1944;9970;100;LP-213;charcoal;Lima-Ribeiro, M. S., Diniz-Filho, J. A. F. (2013). American megafaunal extinctions and human arrival: improved evaluation using a meta-analytic approach. Quaternary International, 299, 38-52.;;;;;;;;;;;;;;;;;;
Piedra Museo AEP-1;Pat ;-47,895;-67,867778;9952;97;AA-39362;bone;Steele, J., Politis, G. (2009). AMS 14C dating of early human occupation of Southern South America. Journal of Archaeological Science, 37, 2017-2030.;;;;;;;;;;;;;;;;;;
Piedra Museo AEP-1;Pat ;-47,895;-67,867778;9950;75;OxA-9509;charcoal;Steele, J., Politis, G. (2009). AMS 14C dating of early human occupation of Southern South America. Journal of Archaeological Science, 37, 2017-2030.;;;;;;;;;;;;;;;;;;
Cueva Cuyin Manzano;Pat ;-40,6833;-71,25;9920;85;KN-143;charcoal;Ceballos, R. (1982). El sitio Cuyin Manzano. Estudios y documentos, Centro de investigaciones cientificas, Secretaria de Planeamiento de Rio Negro, Viedma, Argentina.;;;;;;;;;;;;;;;;;;
Gruta del Indio;S. Andes;-34,75;-68,366667;9905;140;A-9489;charcoal;Gil, A., Zarate, M., Neme, G. (2005). Mid-holocene paleoenvironments and the archaeological record of southern Mendoza, Argentina. Quaternary International, 132, 81-94.;;;;;;;;;;;;;;;;;;
Inca Cueva 4;S. Andes;-23,7;-65,5;9900;200;AC-564;charcoal;Borrerro, L. (1996). The Pleistocene-Holocene transition in Southern South America. In: Humans at the end of the Ice Age. Eds Straus, L., Eriksen, B., Erlandson, J., Yesner, D. Plenun Press, New York, pp 52-75.;;;;;;;;;;;;;;;;;;
Gruta del Indio;S. Andes;-34,75;-68,366667;9890;75;A-9495;charcoal;Gil, A., Zarate, M., Neme, G. (2005). Mid-holocene paleoenvironments and the archaeological record of southern Mendoza, Argentina. Quaternary International, 132, 81-94.;;;;;;;;;;;;;;;;;;
Agua de la Cueva;S. Andes;-32,616;-69,15;9840;90;Beta-26781;charcoal;Paez, M. M., Zarate, M., Mancini, M. V., Prieto, A. (2003). Paleoenvironments during the Pleistocene-Holocene transition in southern South America, Argentina. In: Where the South Winds Blow. (Eds: Miotti, L., Salemme, M., Flegenheimer, N.). Center for the Study of the First Americans, Texas A&M University Press, College Station, pp 121-125.;;;;;;;;;;;;;;;;;;
Cueva El Abra;Pampas;-37,968333;-58,152222;9834;65;AA-38098;charcoal;Mazzanti, D. L., Martinez, G., Colobig, M. M., Zucol, A., Passeggi, E., Brea, M., Bonnat, G. F., Hassan, G., Soria, J. L., Vera, A., Quintana, A. C. (2013). Avances en los estudios arqueologicos, geoarqueologicos, y paleoambientales en las sierras orientales de Tandilia. Resultados preliminares de los sitios Alero El Mirador y Abrigo La Grieta. Revista del Museo de La Plata, Seccion Antropologia, 13, 87.;;;;;;;;;;;;;;;;;;
Gruta del Indio;S. Andes;-34,75;-68,366667;9825;95;A-9492;charcoal;Gil, A., Zarate, M., Neme, G. (2005). Mid-holocene paleoenvironments and the archaeological record of southern Mendoza, Argentina. Quaternary International, 132, 81-94.;;;;;;;;;;;;;;;;;;
El Alto 3;Pampas;-31,3988;-64,7388;9790;80;LP-1420;charcoal;Lima-Ribeiro, M. S., Diniz-Filho, J. A. F. (2013). American megafaunal extinctions and human arrival: improved evaluation using a meta-analytic approach. Quaternary International, 299, 38-52.;;;;;;;;;;;;;;;;;;
La Cueva de Yavi;S. Andes;-22,1166;-65,4666;9790;100;CSIC-1074;charcoal;Grosjean, M., Santoro, C., Thompson, L. G., Nunez, L., Standen, V. (2007). Climate and culture change in South Central Andes. In Climate change and cultural dynamics: a global perspective on Mid-Holocene transitions. Eds Anderson, D. G., Maasch, K. A., Sandweiss, D. H. pp51-115. Elsevier Academic Press, London.;;;;;;;;;;;;;;;;;;
Quebrada Seca 3;S. Andes;-26,0833;-67,4166;9790;50;UGA-9257;charcoal;Hocsman, S. (2002). Cazadores-recolectores complejos en la puna meridional Argentina? Entrelazando evidencias del registro arqueologico de la microrregion de Antofagasta de la Sierra (Catamarca). Relaciones de la Sociedad Argentina de Antropologia, 17, 193-214.;;;;;;;;;;;;;;;;;;
Loberia 1, Sitio 1;Pampas;-37,983505;-57,930793;9787;81;AA-81063;charcoal;Mazzanti, D. L., Colobig, M. M., Zucol, F. A., Martinez, G., Porto López, J. M., Brea, M., Passeggi, E., Soria, J. L., Quintana, C., Puente, V. (2010). Investigaciones arqueologicas en el sitio 1 de la localidad Loberia I. In: Mamul Mapu: pasado y presente desde la arqueologia pampeana. (Eds. Beron, M., Luna, L., Bonomo, M., Montalvo, C., Aranda, C., Aizpitarte, M. C.). Ayacucho, Editorial Libros de Espinilo, pp 215-230.;;;;;;;;;;;;;;;;;;
Gruta del Indio;S. Andes;-34,75;-68,366667;9770;85;A-9491;charcoal;Gil, A., Zarate, M., Neme, G. (2005). Mid-holocene paleoenvironments and the archaeological record of southern Mendoza, Argentina. Quaternary International, 132, 81-94.;;;;;;;;;;;;;;;;;;
Agua de la Cueva;S. Andes;-32,616;-69,15;9760;160;Beta-61410;charcoal;Paez, M. M., Zarate, M., Mancini, M. V., Prieto, A. (2003). Paleoenvironments during the Pleistocene-Holocene transition in southern South America, Argentina. In: Where the South Winds Blow. (Eds: Miotti, L., Salemme, M., Flegenheimer, N.). Center for the Study of the First Americans, Texas A&M University Press, College Station, pp 121-125.;;;;;;;;;;;;;;;;;;
La Cueva de Yavi;S. Andes;-22,1166;-65,4666;9760;160;AC-1088;charcoal;Grosjean, M., Santoro, C., Thompson, L. G., Nunez, L., Standen, V. (2007). Climate and culture change in South Central Andes. In Climate change and cultural dynamics: a global perspective on Mid-Holocene transitions. Eds Anderson, D. G., Maasch, K. A., Sandweiss, D. H. pp51-115. Elsevier Academic Press, London.;;;;;;;;;;;;;;;;;;
Chorrillo Malo 2;Pat ;-50,5;-72,666667;9740;50;GX-25279;bone;Miotti, L., Salemme, M. C. (2003). When Patagonia was colonized: people mobility at high latitudes during Pleistocene-Holocene transition. Quaternary International, 109, 95-111.;;;;;;;;;;;;;;;;;;
Gruta del Indio;S. Andes;-34,75;-68,366667;9740;280;A-1637;charcoal;Gil, A., Zarate, M., Neme, G. (2005). Mid-holocene paleoenvironments and the archaeological record of southern Mendoza, Argentina. Quaternary International, 132, 81-94.;;;;;;;;;;;;;;;;;;
Cerro Casa de Piedra 7;Pat ;-47,883333;-72,083333;9730;100;Beta-59955;wood;Miotti, L., Salemme, M. C. (2003). When Patagonia was colonized: people mobility at high latitudes during Pleistocene-Holocene transition. Quaternary International, 109, 95-111.;;;;;;;;;;;;;;;;;;
Hornillos 2;S. Andes;-23,2297;-66,4561;9710;270;UGA 13550;charcoal;Hoguin, R., Cata, M. P., Sola, P., Yacobaccio, H. D. (2012). The spatial organization in Hornillos 2 rockshelter during the Middle Holocene (Jujuy Puna, Argentina). Quaternary International, 256, 45-53.;;;;;;;;;;;;;;;;;;
Piedra Museo AEP-1;Pat ;-47,895;-67,867778;9710;105;LP 859;bone;Miotti, L. L., Salemme, M., Flegenheimer, N. (2003). Where the south winds blow: ancient evidence of paleo-south Americans. College Station, USA: Texas A&M University Press.;;;;;;;;;;;;;;;;;;
Gruta del Indio;S. Andes;-34,75;-68,366667;9700;110;LP-876;charcoal;Gil, A., Zarate, M., Neme, G. (2005). Mid-holocene paleoenvironments and the archaeological record of southern Mendoza, Argentina. Quaternary International, 132, 81-94.;;;;;;;;;;;;;;;;;;
Chorrillo Malo 2;Pat ;-50,5;-72,666667;9690;80;CAMS 71152;bone;Miotti, L., Salemme, M. C. (2003). When Patagonia was colonized: people mobility at high latitudes during Pleistocene-Holocene transition. Quaternary International, 109, 95-111.;;;;;;;;;;;;;;;;;;
Cueva La Brava;Pampas;-37,95;-57,85;9670;120;LP-550;charcoal;Lima-Ribeiro, M. S., Diniz-Filho, J. A. F. (2013). American megafaunal extinctions and human arrival: improved evaluation using a meta-analytic approach. Quaternary International, 299, 38-52.;;;;;;;;;;;;;;;;;;
Alero Cuevas ;S. Andes;-24,3666;-66,7166;9650;100;LP-1736;charcoal;López, G. E. J. (2009). Arqueofaunas, osteometrica, y evidencia artefactual en Pastos Grandes, Puna de Salta: secuenca de cambio a lo largo del Holoceno temprano, medio, y tardio en el sitio Alero Cuevas. Intersecciones en Antropologia, 10, 105-119.;;;;;;;;;;;;;;;;;;
Inca Cueva 4;S. Andes;-23,7;-65,5;9650;110;LP-102;charcoal;Lima-Ribeiro, M. S., Diniz-Filho, J. A. F. (2013). American megafaunal extinctions and human arrival: improved evaluation using a meta-analytic approach. Quaternary International, 299, 38-52.;;;;;;;;;;;;;;;;;;
Cerro Casa de Piedra 7;Pat ;-47,883333;-72,083333;9640;64;UGA 7384;wood;Civalero, M. T., Aschero, C. A. (2003). Early occupations at Cerro Casa de Piedra 7, Santa Cruz Province, Patagonia Argentina. In: Where the south winds blow: ancient evidences for Paleo South Americans. (Eds. Miotti, L., Salemme, M., Flegenheimer, N.). Center for the study of the first americans, Texas A&M University Press, College Station, Texas, pp 141-147.;;;;;;;;;;;;;;;;;;
Los Helechos;Pampas;-37,725602;-57,850228;9640;40;Beta-137747;charcoal;Martinez, G., Prates, L., Flensborg, G., Stoessel, L., Alcaraz, A. P., Bayala, P. (2015). Radiocarbon trends in the Pampean region (Argentina). Biases and demographic patterns during the final Late Pleistocene and Holocene. Quaternary International, 356, 89-110.;;;;;;;;;;;;;;;;;;
Huachichocana E3;S. Andes;-24,18491;-65,300798;9620;130;P-2236;charcoal;Borrerro, L. (1996). The Pleistocene-Holocene transition in Southern South America. In: Humans at the end of the Ice Age. Eds Straus, L., Eriksen, B., Erlandson, J., Yesner, D. Plenun Press, New York, pp 52-75.;;;;;;;;;;;;;;;;;;
Gruta del Indio;S. Andes;-34,75;-68,366667;9590;120;LP-860;charcoal;Gil, A., Zarate, M., Neme, G. (2005). Mid-holocene paleoenvironments and the archaeological record of southern Mendoza, Argentina. Quaternary International, 132, 81-94.;;;;;;;;;;;;;;;;;;
Hornillos 2;S. Andes;-23,2297;-66,4561;9590;50;UGA 8724;wood;Hoguin, R., Cata, M. P., Sola, P., Yacobaccio, H. D. (2012). The spatial organization in Hornillos 2 rockshelter during the Middle Holocene (Jujuy Puna, Argentina). Quaternary International, 256, 45-53.;;;;;;;;;;;;;;;;;;
Gruta del Indio;S. Andes;-34,75;-68,366667;9580;105;LP-941;charcoal;Gil, A., Zarate, M., Neme, G. (2005). Mid-holocene paleoenvironments and the archaeological record of southern Mendoza, Argentina. Quaternary International, 132, 81-94.;;;;;;;;;;;;;;;;;;
Abrigo Los Pinos;Pampas;-37,85;-58,05;9570;150;LP-630;charcoal;Lima-Ribeiro, M. S., Diniz-Filho, J. A. F. (2013). American megafaunal extinctions and human arrival: improved evaluation using a meta-analytic approach. Quaternary International, 299, 38-52.;;;;;;;;;;;;;;;;;;
Gruta del Indio;S. Andes;-34,75;-68,366667;9560;90;GrN-5772;bone;Gil, A., Zarate, M., Neme, G. (2005). Mid-holocene paleoenvironments and the archaeological record of southern Mendoza, Argentina. Quaternary International, 132, 81-94.;;;;;;;;;;;;;;;;;;
Paso Otero 5;Pampas;-38,202222;-59,099444;9560;50;GX-29795;bone;Martinez, G., Prates, L., Flensborg, G., Stoessel, L., Alcaraz, A. P., Bayala, P. (2015). Radiocarbon trends in the Pampean region (Argentina). Biases and demographic patterns during the final Late Pleistocene and Holocene. Quaternary International, 356, 89-110.;;;;;;;;;;;;;;;;;;
Cueva Huenul;Pat ;-36,95;-69,9;9531;39;AA-8571;charcoal;Barberena, R. Borrazzo, K., Rughini, A., Romero, C., Pompei, M P., Llano, K. De Porras, M.E., Durán, V., Stern, Ch., Re, A., Estrella, D., Forasiepi, A. Fernández, F. Chidiak, M., Acuña, L., Gasco, A., Quirogam M. 2015. Perspectivas arqueológicas para Patagonia Septentrional. Sitio Cueva Huenul 1 (provincia del Neuquén, Argentina);;;;;;;;;;;;;;;;;;
Cueva Maripe;Pat ;-47,8513;-68,9341;9518;64;AA-65175;charcoal;Miotti, L., Carden, N., Magnin, L. (2007). Tendencia central, dispersion, y orientacion en el paisaje regional. Estudios de distribucion del arte rupestre en la Meseta Central de Santa Cruz. In: Arqueologia de Fuego-Patagonia. Levantando piedras, desenterrando hueses... y develnado arcanos. (Eds. Morello, F., Prieto, A., San Roman, M.). Ediciones CEQUA. Punta Arenas, Chile. ;;;;;;;;;;;;;;;;;;
Gruta del Indio;S. Andes;-34,75;-68,366667;9510;90;LP-991;charcoal;Gil, A., Zarate, M., Neme, G. (2005). Mid-holocene paleoenvironments and the archaeological record of southern Mendoza, Argentina. Quaternary International, 132, 81-94.;;;;;;;;;;;;;;;;;;
La Cueva de Yavi;S. Andes;-22,1166;-65,4666;9480;220;AC-1093;charcoal;Grosjean, M., Santoro, C., Thompson, L. G., Nunez, L., Standen, V. (2007). Climate and culture change in South Central Andes. In Climate change and cultural dynamics: a global perspective on Mid-Holocene transitions. Eds Anderson, D. G., Maasch, K. A., Sandweiss, D. H. pp51-115. Elsevier Academic Press, London.;;;;;;;;;;;;;;;;;;
Cueva Traful 1;Pat ;-40,7166;-71,1138;9430;230;I-2676;charcoal;Crivelli Montero et al. 1993;;;;;;;;;;;;;;;;;;
Agua de la Cueva;S. Andes;-32,616;-69,15;9410;90;LP-1548;charcoal;Lucero, G., Cortegoso, V., Castro, S. 2006. Cazadores-recolectores del Holoceno temprano: Explotación de Recursos líticos en el Sitio Agua de la Cueva, Sector Norte. Anales de Arqueología y Etnología 61: 185-215.;;;;;;;;;;;;;;;;;;
Arroyo Feo;Pat ;-46,9333;-70,5;9410;70;CSIC-514;charcoal;Alonso, F., Gradín, C., Aschero, C. & Aguerre, A. (1984-85) Algunas consideraciones sobre dataciones radiocarbónicas para el área del río Pinturas. Relaciones de la Sociedad Argentina de Antropología  XVI, 275-285.;;;;;;;;;;;;;;;;;;
Quebrada Seca 3;S. Andes;-26,0833;-67,4166;9410;120;LP-881;charcoal;Hocsman, S. (2002). Cazadores-recolectores complejos en la puna meridional argentina? Entrelazando evidencias del registro arqueologico de la microrregion de Antofagasta de la Sierra (Catamarca). Relaciones de la Sociedad Argentina de Antropologia, 27, 193-214.;;;;;;;;;;;;;;;;;;
Cueva Huenul;Pat ;-36,95;-69,9;9402;60;AA102574;plant;Barberena, R. Borrazzo, K., Rughini, A., Romero, C., Pompei, M P., Llano, K. De Porras, M.E., Durán, V., Stern, Ch., Re, A., Estrella, D., Forasiepi, A. Fernández, F. Chidiak, M., Acuña, L., Gasco, A., Quirogam M. 2015. Perspectivas arqueológicas para Patagonia Septentrional. Sitio Cueva Huenul 1 (provincia del Neuquén, Argentina);;;;;;;;;;;;;;;;;;
Cueva Huenul;Pat ;-36,95;-69,9;9375;91;AA99104;bone;Barberena, R. Borrazzo, K., Rughini, A., Romero, C., Pompei, M P., Llano, K. De Porras, M.E., Durán, V., Stern, Ch., Re, A., Estrella, D., Forasiepi, A. Fernández, F. Chidiak, M., Acuña, L., Gasco, A., Quirogam M. 2015. Perspectivas arqueológicas para Patagonia Septentrional. Sitio Cueva Huenul 1 (provincia del Neuquén, Argentina);;;;;;;;;;;;;;;;;;
Piedra Museo AEP-1;Pat ;-47,895;-67,867778;9350;130;OxA9508;charcoal;Steele, J., Politis, G. (2009). AMS 14C dating of early human occupation of Southern South America. Journal of Archaeological Science, 37, 2017-2030.;;;;;;;;;;;;;;;;;;
Arroyo Feo;Pat ;-46,9333;-70,5;9330;80;CSIC-393;charcoal;Alonso, F., Gradín, C., Aschero, C. & Aguerre, A. (1984-85) Algunas consideraciones sobre dataciones radiocarbónicas para el área del río Pinturas. Relaciones de la Sociedad Argentina de Antropología  XVI, 275-285.;;;;;;;;;;;;;;;;;;
Cueva de las Manos;Pat ;-47,15356;-70,665199;9320;90;CSIC-138;charcoal;Gradin, C., Aschero, C. & Aguerre, A. (1976) Investigaciones arqueológicas en la Cueva de las Manos, Estancia Alto Río Pinturas (Santa Cruz). Relaciones de la Sociedad Argentina de Antropología X, 201-250.;;;;;;;;;;;;;;;;;;
Cueva de las Manos;Pat ;-47,15356;-70,665199;9300;90;CSIC-385;charcoal;Aguerre, A.M., 1977. A propósito de un nuevo fechado para la Cueva de Las Manos. Relaciones de la Sociedad Argentina de Antropología 11: 129-142.;;;;;;;;;;;;;;;;;;
Cueva Huenul;Pat ;-36,95;-69,9;9295;90;AA99105;bone;Barberena, R. Borrazzo, K., Rughini, A., Romero, C., Pompei, M P., Llano, K. De Porras, M.E., Durán, V., Stern, Ch., Re, A., Estrella, D., Forasiepi, A. Fernández, F. Chidiak, M., Acuña, L., Gasco, A., Quirogam M. 2015. Perspectivas arqueológicas para Patagonia Septentrional. Sitio Cueva Huenul 1 (provincia del Neuquén, Argentina);;;;;;;;;;;;;;;;;;
Cueva Traful 1;Pat ;-40,7166;-71,1138;9285;105;GX-1711G;charcoal;Crivelli Montero, E., Curzio, D., Silveira, M., 1993. La estratigrafía de la Cueva Traful 1 (provincia del Neuquén). Praehistoria 1: 9-60.;;;;;;;;;;;;;;;;;;
Cueva Traful 1;Pat ;-40,7166;-71,1138;9285;313;LP-6213;charcoal;Crivelli Montero, E., Curzio, D., Silveira, M., 1993. La estratigrafía de la Cueva Traful 1 (provincia del Neuquén). Praehistoria 1: 9-60.;;;;;;;;;;;;;;;;;;
Cueva Huenul;Pat ;-36,95;-69,9;9261;66;AA99107;plant;Barberena, R. Borrazzo, K., Rughini, A., Romero, C., Pompei, M P., Llano, K. De Porras, M.E., Durán, V., Stern, Ch., Re, A., Estrella, D., Forasiepi, A. Fernández, F. Chidiak, M., Acuña, L., Gasco, A., Quirogam M. 2015. Perspectivas arqueológicas para Patagonia Septentrional. Sitio Cueva Huenul 1 (provincia del Neuquén, Argentina);;;;;;;;;;;;;;;;;;
